movieId,tmdbId,original_title,description
8057,33632.0,Sweet Bird of Youth,Gigolo and drifter Chance Wayne returns to his home town as the accompaniment of a faded movie star Alexandra Del Lago whom he hopes to use to help him break into the movies  Chance runs into trouble when he finds his exgirlfriend the daughter of the local politician Tom Boss Finley who more or less forced him to leave his daughter and the town many years ago  He used love like most men use money  Drama en
8092,3072.0,Frankenstein Unbound,The ultimate weapon claimed to be safe for mankind produces global sideeffects including time slides and disappearances  The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr  Victor Frankenstein Mary Shelley and others   Drama Horror SciFi en
8093,10355.0,쉬리,North Koreas 8th Special Forces hijacks a shipment of CTX a potent new liquid explosive and threatens South Korea as part of a plot to reunify the two countries Ryu and Lee special agents of O P  South Koreas secret intelligence service attempt to track down the terrorists and find the CTX  Meanwhile Hee the 8ths ultrabad female sniper resurfaces to wreak havoc and haunt Ryu   Action Drama Romance Thriller ko
8094,14554.0,Bad Day at Black Rock,A stranger visits a tiny Western town determined to keep a horrible secret  Theyre going to kill you   with no hard feelings Drama Thriller Western en
8117,250.0,I Kina spiser de hunde,An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation  One brother gets in serious trouble after a bank robbery and begs the other brother for help   Action Comedy da
8118,19086.0,Delta Force 2: The Colombian Connection,When DEA agents are taken captive by a ruthless South American kingpin the Delta Force is reunited to rescue them in this sequel to the 1986 film  Norris and the force are back Action Adventure Thriller War en
8121,41277.0,La grande séduction,A muchneeded boost in the form of a new factory is promised to the residents of the tiny fishing village St  MarieLaMauderne provided they can lure a doctor to take up fulltime residency on the island  Inspired the villagers devise a scheme to make Dr  Christopher Lewis a local   Comedy fr
8125,631.0,Sunrise: A Song of Two Humans,A married farmer falls under the spell of a slatternly woman from the city who tries to convince him to drown his wife  An Artistic Masterpiece And Also A Joy To Watch Drama Romance en
8126,25504.0,Shock Corridor,Determined to pull in the Pulitzer Prize reporter Johnny Barrett will go to any length necessary to win the coveted award  When he learns of an unsolved murder committed at a mental institution Barrett devises a scheme to solve it and earn himself recognition  With the assistance of a psychiatrist and his girlfriend Barrett convinces the doctors at the institution to commit him  Once inside he begins his investigation  and gradually loses his mind  The Medical Jungle Doctors Dont Talk About Drama en
8128,1786.0,Au Revoir les Enfants,A French boarding school run by priests seems to be a haven from World War II until a new student arrives  He becomes the roommate of top student in his class  Rivals at first the roommates form a bond and share a secret   Drama fr
8131,210937.0,Pursuit of Happiness,An advertising executive fails to realize that the woman of his dreams is his best friend since first grade now married to his cheating coworker   Comedy Romance en
8132,16219.0,Gladiator 1992,A story of two teenagers trapped in the world of illegal underground boxing  One is fighting to save his fathers life and using the money pay off gambling debts accumulated by his father  The second is fighting for the money to get out of the ghettos  While being exploited by a boxing promoter the two teens become friends  An explosive ending puts the two friends in the ring against each other  Nobody owns Tommy Riley  Nobody  Action Drama en
8136,48385.0,Indestructible Man,Scientific experiments accidentally revive an executed criminal and make him impervious to harm allowing him to seek revenge on his former partners and deal similarly with anyone else who gets in his way  The Screens 300000 Volt SHOCKER Crime Horror SciFi en
8137,27545.0,The Wasp Woman,A cosmetics queen develops a youth formula from jelly taken from queen wasps  She fails to anticipate the typical hoary side effects  Horror Of The Winged Menace  Horror SciFi en
8138,22718.0,Attack of the Giant Leeches,In a community nearby a swamp a local dweller sees a couple of giant monsters but nobody believes on his words  Later the cuckold Dave Walker Bruno Ve Sota finds his slut wife Liz Walker Yvette Vickers cheating him with his friend Cal Moulton Michael Emmett  He chases the couple through the swamp and forces them to jump into the water  The leeches attack them and the shocked Dave is arrested accused of murder  Two other locals decide to look for the bodies of Liz and Cal to get the prize of US 50 00 per body and also vanish in the swamp  Finally Sheriff Steve Benton Ken Clark organizes a patrol to investigate the caves under the swamp finding the lethal giant leeches  Massive Blood Sucking Monsters Horror SciFi en
8142,11315.0,DEAD OR ALIVE 犯罪者,Ryūichi and his small gang of Triad vie for control of the Japanese underworld in a crimeridden Shinjuku quarter while Detective Jojima tries to bring it down  Jojima attempts to start a gang war between the Triad and yakuza  Ryūichi and Jojima meet   Action Crime ja
8143,35987.0,Lola Montès,The film tells the tragical story of the life of Lola Montes who was a great adventurer and stopped being the attraction of her circus after having been the lover of various important men  She lived too intensely and far too well Drama fr
8147,29146.0,Charly,An experiment on a simpleton turns him into a genius  When he discovers what has been done to him he struggles with whether or not what was done to his was right  A love story that begins with an incredible experiment Drama SciFi en
8153,29592.0,Lust for Life,The life of brilliant but tortured artist Vincent van Gogh  He had a lust for life  Sometimes he was brutal sometimes delicatealways he lived with insatiable passion Drama en
8154,439.0,La dolce vita,Episodic journey of an Italian journalist scouring Rome in search of love  The worlds most talked about movie today Drama it
8157,823.0,人狼,A member of an elite paramilitary counterterrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining  However unbeknownst to him he becomes a key player in a dispute between rival police divisions as he finds himself increasingly involved with the sister of the girl he saw die   Animation Fantasy Thriller ja
8158,20289.0,Rush,Undercover cop Jim Raynor Jason Patric is a seasoned veteran  His partner Kristen Cates Jennifer Jason Leigh is lacking in experience but he thinks shes tough enough to work his next case with him a deep cover assignment to bring down the notoriously hardtocapture drug lord Gaines Gregg Allman  While their relationship turns romantic during the assignment they also turn into junkies and will have to battle their own addictions if they want to bring down Gaines once and for all  How far do they go before theyve gone too far Crime Drama en
8167,16905.0,Captain Blood,Errol Flynn leads a group of slaves to freedom and piracy  A million dollars worth of adventure Action Adventure Romance en
8169,11548.0,*batteries not included,In a soon to be demolished block of apartments the residents resist the criminal methods used to force them to leave so a greedy tycoon can build his new skyscraper  When tiny mechanical aliens land for a recharge they decide to stay and help out  Five ordinary people needed a miracle  Then one night Faye Riley left the window open  Children Comedy Fantasy SciFi en
8183,38291.0,Educating Rita,Rita a hairdresser with a sharp wit is married to Denny and at 26 doesnt want a baby  She wants to discover herself son she joins the Open University  Dr  Frank Bryant Is a disillusioned university professor of literature  His marriage has failed his girlfriend is having an affair with his best friend and he cant get through the day without downing a bottle or two of whisky  He refers to himself as an appalling teacher of appalling students  What Frank needs is a challenge     along comes Rita  In this hilarious and often moving drama the story tells how two people find a now lease of life through each other  Sometimes students end up being the best teachers  Comedy Drama en
8188,20532.0,山椒大夫,In medieval Japan a compassionate governor is sent into exile  His wife and children try to join him but are separated and the children grow up amid suffering and oppression  A film of unparalleled beauty by the great Japanese Master Kenji Mizoguchi Drama ja
8189,2546.0,Zazie dans le métro,A brash and precocious tenyearold Catherine Demongeot comes to Paris for a whirlwind weekend with her rakish uncle Philippe Noiret he and the viewer get more than they bargained for however in this anarchic comedy from Louis Malle which rides roughshod over the City of Light  Based on a popular novel by Raymond Queneau that had been considered unadaptable Malle’s audacious Zazie dans le métro made with flair on the cusp of the French New Wave is a bit of streamofconsciousness slapstick walltowall with visual gags editing tricks and effects  Liberté    Insanité    Hilarité Comedy fr
8190,42791.0,The Americanization of Emily,During the buildup to DDay in 1944 the British found their island hosting many thousands of American soldiers who were oversexed overpaid and over here  Thats Charlie Madison exactly he knows all the angles to make life as smooth and riskfree as possible for himself  But things become complicated when he falls for an English woman and his commanding officers nervous breakdown leads to Charlie being sent on a senseless and dangerous mission  Why did Emily call Charlie the most immoral man shed ever met Comedy Drama War en
8191,22522.0,Anne of the Thousand Days,Henry VIII of England discards one wife Katharine of Aragon who has failed to produce a male heir in favor of the young and beautiful Anne Boleyn  He was King  She was barely 18   And in their thousand days they played out the most passionate and shocking love story in history Drama en
8195,5165.0,L'avventura,A woman disappears during a Mediterranean boating trip  During the search for the woman her lover and her best friend become attracted to each other  A new adventure in filmmaking    Drama Mystery Romance it
8196,5722.0,Beyond the Valley of the Dolls,A hip and happenin all girl rock group head to LA to claim leadsinger Kellys inheritance and make it and make it in LA  Soon the girls fall into a morass of drugs and deceit as their recording success soars  It takes several tragedies to make them stop and think    but is it too late This Is Not A Sequel  There Has Never Been Anything Like It Comedy Horror en
8197,5544.0,Hiroshima mon amour,A French actress filming an antiwar film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war  From the measureless depths of a womans emotions    Drama Romance War fr
8199,14696.0,雨月物語,In the civil wars of 16th century Japan two ambitious peasants in Nakanogo want to make their fortunes  The potter Genjuro intends to sell his wares for vast profits in the local city Omizo while his brotherinlaw Tobei wishes to become a samurai  A respected sage warns them against seeking profit in times of war but his advice goes unheeded and their insistency leads to the ruin of their families   Drama Thriller ja
8207,4909.0,The Day of the Jackal,An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle with a dedicated gendarme on the assassins trail  Nameless faceless    relentlessly moving towards the date with death that would rock the world  Crime Thriller en
8232,20643.0,I Love You Again,Boring businessman Larry Wilson recovers from amnesia and discovers hes really a con man   and loves his soontobeex wife  Its one long loud laugh Comedy Drama en
8235,22596.0,Safety Last!,When a store clerk organizes a contest to climb the outside of a tall building circumstances force him to make the perilous climb himself   Action Comedy Romance en
8236,36786.0,While the City Sleeps,Newspaper men compete against each other to find a serial killer dubbed The Lipstick Killer Suspense as startling as a strangled scream Drama FilmNoir en
8238,27459.0,Little Murders,Elliot Gould plays Alfred Chamberlain  a one time successful photographer who is now down on his luck because he began to eliminate people from his photographs  He also suffers from an inability to feel or to be passionate about anything  But then Alfred meets Patsy Newqvist who takes it upon herself to mold Alfred into a strong vital selfassured man that I can protect and take care of  Funny in a new and frightening way Comedy Crime en
8239,4497.0,Viridiana,Viridiana a young nun about to take her final vows pays a visit to her widowed uncle at the request of her Mother Superior  Weve got nothing to hide Comedy Drama es
8241,25224.0,Masterminds,Trapped in a Elite School which a gang of criminals has seized control a young troublemaker fights a cat and mouse battle from inside  The criminal mastermind of the century just met his match    Action Comedy Thriller en
8253,15371.0,Rupan sansei: Kariosutoro no shiro,After a successful robbery leaves famed thief Lupin III and his partner Jigen with nothing but a large amount of fake money the so called Goat Bills he decides to track down the counterfeiter responsible  and steal any other treasures he may find in the Castle of Cagliostro including the damsel in distress he finds imprisoned there   Action Adventure Animation Comedy Crime Mystery ja
8254,11044.0,Arizona Dream,An Innuit hunter races his sled home with a freshcaught halibut  This fish pervades the entire film in real and imaginary form  Meanwhile Axel tags fish in New York as a naturalists gofer  Hes happy there but a messenger arrives to bring him to Arizona for his uncles wedding  Its a ruse to get Axel into the family business  In Arizona Axel meets two odd women vivacious needy and plagued by neuroses and familial discord  He gets romantically involved with one while the other rich but depressed plays accordion tunes to a gaggle of pet turtles A rebellious young man  With his own version of the future  And his own fantasy of love  Comedy Drama Fantasy Romance en
8261,41662.0,3 Women,Pinky is an awkward young teen who starts work at a spa in the CA  Desert  She becomes overly attached to fellow spa attendant Millie when she becomes Millies roommate  Mille is a lonely outcast who desperately tries to win attention with constant upbeat chatter  They hang out at a bar owned by a strange pregnant artist and her hasbeen cowboy husband  After each of 2 emotional crises the three woman steal and trade each others personalities until they settle into a new family unit that seems to give each woman what she was searching for  1 woman became 2 2 women became 3 3 women became 1 Drama en
8264,17346.0,Grey Gardens,An old mother and her middleaged daughter the aunt and cousin of Jacqueline Kennedy Onassis live their eccentric lives in a filthy decaying mansion in East Hampton   Documentary en
8266,13763.0,Purple Rain,A young man with a talent for music meets an aspiring singer Apollonia and finds that talent alone isnt all that he needs  Before He Created the Magic  He Lived Every Bit of It  Drama Musical en
8268,10498.0,Point of No Return,Hardened criminal Maggie Haywards consistent violence even in police custody ends in the execution chamber  However topsecret US government agent Bob arranges a staged death so Maggie can be elaborately trained as a phantom killer and subdued into obedience  She gets a new cover identity as saleswoman Claudia Anne Doran  She also gets a wonderful housemate building super J P  a broadminded gentle photographer  The two fall in love and that complicates hit jobs  His good influence extends to breeding in her a conscience that places love over business unlike Bobs agency  The Government gave her a choice  Death  Or life as an assassin  Now theres no turning back Action Thriller en
8270,11796.0,Le mari de la coiffeuse,The film begins in a flashback from the titular character Antoine  We are introduced to his fixation with female hairdressers which began at a young age  The film uses flashbacks throughout and there are frequent parallels drawn with the past  We are unsure what Antoine has done with his life however we know he has fulfilled his childhood ambition to marry a haidresser   Comedy Drama Romance en
8275,34847.0,College,To reconcile with his girlfriend a bookish college student tries to become an athlete   Comedy en
8290,32303.0,Mitchell,A toughguy cop Joe Don Baker pursues two drug runners Martin Balsam John Saxon across the city to bust a large syndicate   Very much an antihero Mitchell often ignores the orders of his superiors and demonstrates disdain for bythebook development work as well as normal social graces  The film also stars John Saxon and Martin Balsam as the banking criminals Mitchell pursues and Linda Evans and Merlin Olsen in supporting roles as a prostitute and henchman respectively  Mitchell was rereleased by Lorimar Productions in the 1980s  Brute Force With a Badge Action Crime en
8293,41779.0,Used People,At her husbands funeral Pearl Shirley Maclean Jewish mother of two divorced and antagonistic daughters meets an old Italian friend Marcello Mastroianni of her husband whose advice years previously had stopped the husband leaving home  For 23 years he now a widower has secretly loved Pearl     Comedy Drama en
8327,870.0,ドールズ,Dolls is a film about Japanese doll theater and a human love story illustrated through beautiful imagery  This film is a lot more sensitive than most Kitano films   Drama Romance ja
8331,26319.0,The Man Who Came to Dinner,Lecturer Sheridan Whiteside slips on the ice on his way into the home of a prominent Ohio family  The Dr  says Whiteside must remain confined having broken his leg  He begins to meddle with the lives of everyone in the household and once his plots are underway learns there is nothing wrong with his leg  He bribes the doctor  The owner discovers the fraud but Whiteside blackmails him he finds out that the owners sister is an axe murderer and resumes control  NOTHING COULD BE FUNNIER Comedy en
8335,41059.0,Make Way for Tomorrow,At a family reunion the Cooper clan find that their parents home is being foreclosed  Temporarily Ma moves in with son Georges family Pa with daughter Cora  But the parents are like sand in the gears of their middleaged childrens well regulated households  Can the old folks take matters into their own hands They want to live their own lives     Can you blame them Drama en
8336,39871.0,The Major and the Minor,Susan Applegate tired of New York after one year and 25 jobs decides to return to her home town  Discovering she hasnt enough money for the train fare Susan disguises herself as a 12yearold and travels for half the price  Caught out by the conductors she hides in the compartment of Major Philip Kirby a military school instructor who takes the child under his wing  Is she a kid  or is she kidding Comedy Romance en
8337,10178.0,The Caine Mutiny,When a US Naval captain shows signs of mental instability that jeopardizes the ship the first officer relieves him of command and faces court martial for mutiny  As big as the ocean Drama War en
8338,16391.0,Black Narcissus,After opening a convent in the Himalayas five nuns encounter conflict and tension as they attempt to adapt to their remote exotic surroundings   Drama en
8340,10734.0,Escape from Alcatraz,Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz  In 29 years the seemingly impenetrable federal penitentiary which housed Al Capone and Birdman Robert Stroud was only broken once  by three men never heard of again  No one has ever escaped from Alcatraz   and no one ever will Drama Thriller en
8341,10949.0,Oliver Twist,When 9yearold orphan Oliver Twist dares to ask his cruel taskmaster Mr  Bumble for a second serving of gruel hes hired out as an apprentice  Escaping that dismal fate young Oliver falls in with the street urchin known as the Artful Dodger and his criminal mentor Fagin  When kindly Mr  Brownlow takes Oliver in Fagins evil henchman Bill Sikes plots to kidnap the boy  A Screen Event To Be Remembered For All Time  Adventure Crime Drama en
8360,809.0,Shrek 2,Shrek Fiona and Donkey set off to Far Far Away to meet Fionas mother and father  But not everyone is happy  Shrek and the King find it hard to get along and theres tension in the marriage  The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage  Once upon another time    Adventure Animation Children Comedy Musical Romance en
8361,435.0,The Day After Tomorrow,After years of increases in the greenhouse effect  havoc is wreaked globally in the form of catastrophic hurricanes tornadoes tidal waves floods and the beginning of a new Ice Age  Paleoclimatologist Jack Hall tries to warn the world while also shepherding to safety his son trapped in New York after the city is overwhelmed by the start of the new big freeze  Where will you be Action Adventure Drama SciFi Thriller en
8362,4599.0,Raising Helen,Helen Harris has a glamorous bigcity life working for one of New Yorks hottest modeling agencies  But suddenly her freespirited life gets turned upside down when she must chose between the life shes always loved and the new loves of her life Her uptown life gets turned inside out Comedy Drama Romance en
8363,12657.0,Soul Plane,Following a ridiculously awful flight that leads to his pets death Nashawn Wade files a lawsuit against the airline and wins a multimilliondollar settlement  Determined to create a better flying experience Nashawn starts his own airline one that caters to an AfricanAmerican clientele  Going into business with a trickedout plane piloted by the smooth Capt  Mack the airline hits a snag when it has to deal with the family of Elvis Hunkee  Announcing the arrival of the first airline with soul  Comedy en
8364,28219.0,How to Get the Man’s Foot Outta Your Ass,Director Mario Van Peebles chronicles the complicated production of his father Melvins classic 1971 film Sweet Sweetbacks Baadasssss Song  Playing his father in the film Van Peebles offers an unapologetic account of Melvins brash and sometimes deceptive conduct on the set of the film including questionable antics like writing bad checks tricking a local fire department and allowing his son Mario to shoot racy sex scenes at the age of 11  A Father  A Son  A Revolution Drama en
8366,13193.0,Saved!,Teenage Mary Cummings who has been Born Again her whole life is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica the three of whom have formed a girl group called the Christian Jewels  Everything seems perfect—until Mary’s perfect Christian boyfriend Dean tells her as they’re swimming underwater that he thinks hes gay   Comedy Drama en
8368,673.0,Harry Potter and the Prisoner of Azkaban,Harry Ron and Hermione return to Hogwarts for another magicfilled year  Harry comes face to face with danger yet again this time in the form of escaped convict Sirius Black – and turns to sympathetic Professor Lupin for help  Something wicked this way comes  Adventure Fantasy IMAX en
8369,16617.0,Mindhunters,Trainees in the FBIs psychological profiling program must put their training into practice when they discover a killer in their midst  For seven elite profilers finding a serial killer is a process of elimination  Their own  Action Crime Horror Mystery Thriller en
8370,246.0,座頭市,Zatôichi is a 19th century blind nomad who makes his living as a gambler and masseur  However behind this humble facade he is a master swordsman gifted with a lightningfast draw and breathtaking precision  While wandering Zatôichi discovers a remote mountain village at the mercy of Ginzo a ruthless gangleader  Ginzo disposes of anyone who gets in his way especially after hiring the mighty samurai ronin Hattori as a bodyguard  After a raucous night of gambling in town Zatôichi encounters a pair of geishasas dangerous as they are beautifulwhove come to avenge their parents murder  As the paths of these and other colorful characters intertwine Ginzos henchmen are soon after Zatôichi  With his legendary cane sword at his side the stage is set for a riveting showdown  His sword made him a hero    his courage made him a legend  Action Comedy Crime Drama ja
8371,2789.0,The Chronicles of Riddick,After years of outrunning ruthless bounty hunters escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race  Now waging incredible battles on fantastic and deadly worlds this lone reluctant hero will emerge as humanitys champion  and the last hope for a universe on the edge of annihilation  All the power in the universe cant change destiny Action SciFi Thriller en
8372,8920.0,Garfield,Garfield the fat lazy lasagna lover has everything a cat could want  But when Jon in an effort to impress the Liz  the vet and an old highschool crush  adopts a dog named Odie and brings him home Garfield gets the one thing he doesnt want  Competition  Get ready for frisky business  Animation Children Comedy en
8375,26254.0,The Hunting of the President,Previously unreleased material outlines the campaign against Bill Clintons presidency from his days in Arkansas up to his impeachment trial   Documentary en
8376,8193.0,Napoleon Dynamite,A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school while he must deal with his bizarre family life back home  Hes out to prove hes got nothing to prove  Comedy en
8378,26142.0,The Doctor,Jack McKee is a doctor with it all hes successful hes rich and he has no problems     until he is diagnosed with throat cancer  Now that he has seen medicine hospitals and doctors from a patients perspective he realises that there is more to being a doctor than surgery and prescriptions  An Uplifting Story About Finding New Meaning In Life  Drama en
8379,42122.0,The Dresser,In a touring Shakespearean theater group a backstage hand  the dresser is devoted to the brilliant but tyrannical head of the company  He struggles to support the deteriorating star as the company struggles to carry on during the London blitz  The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented onstage as the situation comes to a crisis  What happens backstage is always true drama  And often pure comedy  Drama en
8380,65137.0,Father Hood,Deadbeat dad kidnaps his kids from the bus to an abusive foster home and they go on a run  The cops are after them they bicker constantly and his idea of a way out is grim yet this dangerous ride might just turn them into a family  Hes Americas Most Wanted   Dad Comedy en
8382,35151.0,Hello Again,Lucy Chadman Shelley Long chokes to death and is resurrected by her loopy sister Zelda Judith Ivey on the one year anniversary of her death  Lucy of course does not believe she has actually been dead and thinks it is an elaborate hoax until she goes to her apartment and discovers her husband Corbin Bernsen married to her gold digging best friend Kim Sela Ward  Her life hasnt been the same since her death  Comedy en
8383,21544.0,Hope Springs,British artist Colin Ware discovers that his fiancée Vera is going to marry another man  Distraught and despondent he gets on a plane for America and ends up in the tiny town of Hope in New England  At first Colin is depressed but he soon finds more than a shoulder to cry on when his innkeepers introduce him to Mandy a beautiful nurse  Alls going well and Colin has almost forgotten his old flame until Vera shows up with a surprise of her own  The problem every man dreams of    a choice  Comedy Romance en
8385,40894.0,Lover Come Back,Rock Hudson and Doris Day are together again Jerry Webster Hudson and Carol Templeton Day are rival Madison Avenue advertising executives who each dislike each other’s methods  After he steals a client out from under her cute little nose revenge prompts her to infiltrate his secret VIP campaign in order to persuade the mystery product’s scientist to switch to her firm  A riotous new twist in the art of gentle persuasion Comedy Romance en
8387,11546.0,Police Academy: Mission to Moscow,The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy  They head off to Moscow in order to find evidence against Konstantin Konali who marketed a computer game that everyone in the world is playing  Just when we thought the Cold War was over leave it to these guys to heat it up again  Comedy Crime en
8391,18387.0,Big Wednesday,Three 1960s California surfers fool around drift apart and reunite years later to ride epic waves  A day will come that is like no other    and nothing that happens after will ever be the same  Comedy Drama en
8402,52560.0,Book of Love,John Twiller takes down his high school yearbook and begins to reminiscence about that time he first moved into the neighborhood in 1956  His teenage self Jack is obsessed with Lily one of the more popular girls around  The sole obstacle is Angelo her bullying boyfriend  With the help of his pals Crutch Floyd and Spider he makes every attempt possible to change her mind  Some things never change  Comedy Romance en
8405,18333.0,Vargtimmen,An artist in crisis is haunted by nightmares from the past in Ingmar Bergmans only horror film which takes place on a windy island  During the hour of the wolf  between midnight and dawn  he tells his wife about his most painful memories   Drama Horror sv
8410,18398.0,Suddenly,The tranquility of a small town is marred only by sheriff Tod Shaws unsuccessful courtship of widow Ellen Benson a pacifist who cant abide guns and those who use them  But violence descends on Ellens household willynilly when the U S  President passes through town    and slightly psycho hired assassin John Baron finds the Benson home ideal for an ambush  A coldblooded thriller Crime Drama FilmNoir en
8424,80708.0,The Divorcee,Jerry and Ted are young in love and part of the New York incrowd  Jerrys decision to marry Ted crushes a yearning Paul  Distraught Paul gets drunk and wrecks his car disfiguring young Dorothys face in the process  Out of pity Paul marries Dorothy  Years later the apparent perfect marriage of Ted and Jerry falls apart from infidelity on both sides  Inwardly unhappy popular Jerry lives a party life while Ted sinks into a life of alcoholism  Jerry then runs into Paul who still loves her  After spending time together with Jerry Paul plans to divorce Dorothy  When Jerry sees Dorothy again she has second thoughts about where her life is heading  A MetroGoldwynMayer All Talking Picture Drama Romance en
8425,76516.0,Meet the Applegates,Giant preying mantis living in a south American jungle decide to move into suburban USA  Disguised as humans the mantis are planning something   Could it be connected to dads job in the power station perhaps   One day the daughter mantis forgets WHAT she really is when shes with her boyfriend   oops  Written by s jones A new species of comedy Comedy en
8426,33441.0,Robotto kânibaru,An anthology of various tales told in various styles with robots being the one common element among them  Nine Animators  One Vision  Animation Comedy Drama Fantasy SciFi ja
8427,47819.0,Americathon,In a story told in narrative flashbacks a young TV consultant is hired by the President of a bankrupt USA to organize a telethon in order to prevent the country from being repossessed by wealthy Native Americans  The ultimate spectacle is now a movie  Comedy SciFi en
8446,18712.0,Sands of Iwo Jima,The relationship between Sergeant Stryker and a group of rebellious recruits is made difficult by the Sergeants tough training tactics  At Tarawa the leathernecks have a chance to see Stryker in action and begin to appreciate him  A Great Human Story    Makes A Mighty Motion Picture Action Drama Romance War en
8447,831.0,This Island Earth,Aliens have landed and are hiding on Earth but need Earth’s scientists to help them fight an interplanetary war   SciFi en
8450,37658.0,Anthony Adverse,Anthony Adverse is a 1936 American drama film directed by Mervyn LeRoy  The screenplay by Sheridan Gibney is based on the sprawling 1224page novel of the same title by Hervey Allen  The thrill of thrills the world could not forget Adventure Romance en
8451,26516.0,Blackboard Jungle,Richard Dadier is a teacher at North Manual High School an innercity school where many of the pupils frequently engage in antisocial behavior  Dadier makes various attempts to engage the students interest in education challenging both the school staff and the pupils  He is subjected to violence as well as duplicitous schemes  SHOCKING Drama en
8454,10573.0,Лунный папа,The unborn child of Mamlakat is telling her story  She is 17 beautiful and vivacious and dreaming secretly of becoming an actress  She lives with her father and brother in a small village in Central Asia  One night she is seduced by an actor from a travelling troupe who poses as a friend of Tom Cruise and makes her pregnant  She tries to abort but her father and brother become determined to find the seducer setting in motion a cascade of comic adventures   Comedy Drama Fantasy ru
8456,26451.0,Indagine su un cittadino al di sopra di ogni sospetto,A chief of detectives homicide section commits a murder and deliberately leaves clues to prove his own responsibility for the crime  When youre a big man in the big city can you get away with murder  Crime Drama Thriller it
8458,54568.0,To Each His Own,During World War I smalltown girl Josephine Norris has an illegitimate son by an itinerant pilot  After a scheme to adopt him ends up giving him to another family she devotes her life to loving him from afar  A Great Picture Youll Thrill to Every Moment Drama en
8459,28571.0,The Heiress,Dull and plain Catherine Olivia de Havilland lives with her emotionally distant father Dr  Sloper Ralph Richardson in 1840s New York  Her days are empty  filled with little more than needlepoint  Enter handsome Morris Townsend Montgomery Clift a dashing social climber with his eye on the spinsters heart and substantial inheritance  William Wylers Oscarwinning film is an adaptation of the Henry James novel Washington Square  A truly great motion picture onesheet Drama Romance en
8461,123665.0,Dragon Seed,Directed by Jack Conway and Harold S  Bucquet this 1944 film adaptation of Pearl Bucks novel about a Chinese village invaded by Japanese soldiers stars Katharine Hepburn Walter Huston Aline MacMahon an Oscar nominee for Best Supporting Actress for her role Agnes Moorehead Turhan Bey J  Carrol Naish Hurd Hatfield Frances Rafferty Henry Travers and Akim Tamiroff   Drama War en
8462,43336.0,Executive Suite,When the head of a large manufacturing firm dies suddenly from a stroke his vicepresidents vie to see who will replace him  Behind the lighted tower windows the conflict of love and power is reckless and daring Drama en
8463,62000.0,Johnny Belinda,A smalltown doctor helps a deafmute farm girl learn to communicate  There was temptation in her helpless silence   and then torment Drama en
8464,9372.0,Super Size Me,Morgan Spurlock subjects himself to a diet based only on McDonalds fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese  He submits himself to a complete checkup by three doctors comparing his weight along the way resulting in a scary conclusion  The first ever realitybased movie     everything begins and ends in 30 days Comedy Documentary Drama en
8465,41495.0,Johnny Eager,A charming racketeer seduces the DAs daughter for revenge then falls in love  Ive heard all about you Johnny Eager       but I still want you to kiss me Crime Drama FilmNoir Romance en
8477,662.0,La Jetée,Time travel still images a past present and future and the aftermath of World War III  The tale of a man a slave sent back and forth in and out of time to find a solution to the world’s fate  To replenish its decreasing stocks of food medicine and energies and in doing so resulting in a perpetual memory of a lone female life death and past events that are recreated on an airport’s viewing pier   Romance SciFi fr
8481,43805.0,Northwest Passage,Based on the Kenneth Roberts novel of the same name this film tells the story of two friends who join Rogers Rangers as the legendary elite force engages the enemy during the French and Indian War  The film focuses on their famous raid at Fort St  Francis and their marches before and after the battle  Half Men  Half Demons       Warriors Such As The World Has Never Known       They Lived With Death and Danger For The Women Who Hungered For Their Love  Action Adventure Drama Romance Thriller Western en
8482,16559.0,The Picture of Dorian Gray,Dorian Gray wishing to remain young and handsome for eternity essentially sells his soul so that a portrait can age instead of him  Over the course of the years Dorian commits every sort of sin heavily influenced by his friend Lord Henry Wotton  But as his life goes on he slowly realises the emptiness and evil which he has succumbed to  Why did women talk about Dorian Gray in whispers Drama Fantasy Horror en
8484,31217.0,人間の條件　第１部純愛篇／第２部激怒篇,The Human Condition is a Japanese epic film trilogy made between 1959 and 1961  The trilogy follows the life of Kaji a Japanese pacifist and socialist as he tries to survive in the fascist and oppressive world of WWIIera Japan  No Greater Love 1959 opens with Kaji marrying his sweetheart Michiko despite his misgivings about the future  The Immortal Story Drama War ja
